	label	article	year	article_id	src_wiki_id	sent	annotated	source	modifier	target	full_target_name	trg_wiki_id
2262	1	nyt_corpus_2004.har/03/28/1569636.xml	2004.0	1569636.0	Q193156	Brooding over Osborne's adventure like an implacable Greek god -- the anti-Dionysus, perhaps -- is the ''all-powerful'' American wine critic Robert Parker, who sees himself as the Ralph Nader of wine, the incorruptible gatekeeper of the American palate.	Brooding over Osborne's adventure like an implacable Greek god -- the anti-Dionysus, perhaps -- is |the ''all-powerful'' American wine critic Robert Parker|, who sees himself as the *Ralph Nader* of /wine/, the incorruptible gatekeeper of the American palate.	Ralph Nader	wine	the ''all-powerful'' American wine critic Robert Parker	Robert Parker	Q594156
2263	1	nyt_corpus_1996.har/01/24/0825044.xml	1996.0	825044.0	Q11812	"Last year's overnight sensation, Edward Burns of ""The Brothers McMullen,"" came out of nowhere and now has Jennifer Aniston acting in his new film and Robert Redford, the Thomas Jefferson of Sundance, helping as a creative consultant."	"Last year's overnight sensation, Edward Burns of ""The Brothers McMullen,"" came out of nowhere and now has Jennifer Aniston acting in his new film and |Robert Redford|, the *Thomas Jefferson* of /Sundance/, helping as a creative consultant."	Thomas Jefferson	Sundance	Robert Redford	Robert Redford	Q59215
2264	1	nyt_corpus_2000.har/09/17/1231421.xml	2000.0	1231421.0	Q41421	LASER -- In the popular open dinghy class, Robert Scheidt of Brazil is the Michael Jordan of Laser sailing, a dominant force who has won four world championships.	LASER -- In the popular open dinghy class, |Robert Scheidt of Brazil| is the *Michael Jordan* of /Laser sailing/, a dominant force who has won four world championships.	Michael Jordan	Laser sailing	Robert Scheidt of Brazil	Robert Scheidt	Q381531
2265	1	nyt_corpus_2001.har/09/14/1324810.xml	2001.0	1324810.0	Q313492	One intrepid traveler, Robert Sullivan, wrote a wonderful book, ''The Meadowlands'' (Scribner, 1998), in which he played the Meriwether Lewis of Secaucus and its environs.	One intrepid traveler, Robert Sullivan, wrote a wonderful book, ''The Meadowlands'' (Scribner, 1998), in which |he| played the *Meriwether Lewis* of /Secaucus and its environs/.	Meriwether Lewis	Secaucus and its environs	he	Robert Sullivan	
2266	1	nyt_corpus_1990.har/05/08/0351502.xml	1990.0	351502.0	Q431223	Robert Tappan Morris is the Oliver North of computer abuse.	|Robert Tappan Morris| is the *Oliver North* of /computer abuse/.	Oliver North	computer abuse	Robert Tappan Morris	Robert Tappan Morris	Q92647
2267	1	nyt_corpus_1998.har/07/12/1031036.xml	1998.0	1031036.0	Q213550	Thurman has been called the Billy Graham of Buddhism, and that is not a bad caricature.	|Thurman| has been called the *Billy Graham* of /Buddhism/, and that is not a bad caricature.	Billy Graham	Buddhism	Thurman	Robert Thurman	Q1377791
2268	1	nyt_corpus_2001.har/11/04/1339882.xml	2001.0	1339882.0	Q25132	When Robert accuses her of being the Jerry Bruckheimer of cakes, she responds that he's the Paul Thomas Anderson of cakes.	When Robert accuses her of being the Jerry Bruckheimer of cakes, she responds that |he|'s the *Paul Thomas Anderson* of /cakes/.	Paul Thomas Anderson	cakes	he	Robert Trachtenberg	
2269	1	nyt_corpus_2006.har/10/20/1798456.xml	2006.0	1798456.0	Q359416	BARGEMUSIC (Tonight through Sunday) Robert White, the Irish tenor, is the George Hamilton of the vocal world: an unbowed, ageless veteran.	BARGEMUSIC (Tonight through Sunday) |Robert White|, the Irish tenor, is the *George Hamilton* of /the vocal world/: an unbowed, ageless veteran.	George Hamilton	the vocal world	Robert White	Robert White	Q21598417
2270	1	nyt_corpus_2006.har/10/22/1799005.xml	2006.0	1799005.0	Q60465	The missing link between Dada and contemporary, the continuation of Artaud, the Wieland Wagner of the present time, tra-la-li, tra-la-lo,'' she says.	The missing link between Dada and contemporary, the continuation of Artaud, the *Wieland Wagner* of /the present time/, tra-la-li, tra-la-lo,'' she says.	Wieland Wagner	the present time		Robert Wilson	Q541526
2271	1	nyt_corpus_1994.har/01/06/0660258.xml	1994.0	660258.0	Q79015	C1  At home with Robert Wilson: the Clark Kent of modern theater.	C1  At home with |Robert Wilson|: the *Clark Kent* of /modern theater/.	Clark Kent	modern theater	Robert Wilson	Robert Wilson	Q541526
2272	1	nyt_corpus_1995.har/07/23/0776903.xml	1995.0	776903.0	Q223766	Until three years ago, when the cosmic visionary from Waco, Tex., who has been called the P. T. Barnum of the avant-garde and the guru of visual stage art, came upon a 30,000-square-foot industrial laboratory on six acres in Water Mill, where Western Union scientists onceexperimented.	Until three years ago, when |the cosmic visionary from Waco, Tex.|, who has been called the *P. T. Barnum* of /the avant-garde/ and the guru of visual stage art, came upon a 30,000-square-foot industrial laboratory on six acres in Water Mill, where Western Union scientists onceexperimented.	P. T. Barnum	the avant-garde	the cosmic visionary from Waco, Tex.	ROBERT WILSON	Q541526
2273	1	nyt_corpus_1987.har/01/18/0004444.xml	1987.0	4444.0	Q51123	The former, the D. W. Griffith of the avant-garde, presents spectacular epics or ''operas,'' the latter, an autobiographical monologist, sits at a card table and tells stories from his life.	|The former|, the *D. W. Griffith* of /the avant-garde/, presents spectacular epics or ''operas,'' the latter, an autobiographical monologist, sits at a card table and tells stories from his life.	D. W. Griffith	the avant-garde	The former	Robert Wilson	Q541526
2274	1	nyt_corpus_2006.har/04/01/1751048.xml	2006.0	1751048.0	Q23728	Does he become the Larry David of history with a 10-episode deal, or will he have to curb his enthusiasm after his one shot at teaching?	Does |he| become the *Larry David* of /history/ with a 10-episode deal, or will he have to curb his enthusiasm after his one shot at teaching?	Larry David	history	he	Robert Wuhl	Q978567
2275	1	nyt_corpus_1994.har/07/06/0697823.xml	1994.0	697823.0	Q178628	I am hoping to be the Paolo Rossi of this World Cup, Baggio had said, referring to the hero of the 1982 World Cup championship.	|I| am hoping to be the *Paolo Rossi* of /this World Cup/, Baggio had said, referring to the hero of the 1982 World Cup championship.	Paolo Rossi	this World Cup	I	Roberto Baggio	Q67964
2276	1	nyt_corpus_2003.har/12/24/1545699.xml	2003.0	1545699.0	Q303	He could with good reason be called the Elvis of Brazil,'' Mr. Veloso wrote in ''Tropical Truth,'' his recently published autobiography.	|He| could with good reason be called the *Elvis* of /Brazil/,'' Mr. Veloso wrote in ''Tropical Truth,'' his recently published autobiography.	Elvis	Brazil	He	Roberto Carlos Braga	Q465191
2277	1	nyt_corpus_1993.har/12/29/0658931.xml	1993.0	658931.0	Q153032	The acquisition was the latest chapter in the saga of an island that local environmentalists have described as Long Island's Yosemite Valley, the Mona Lisa of the East End, and one of the few remaining natural jewels in an area that many say has been tainted by overdevelopment.	The acquisition was the latest chapter in the saga of |an island| that local environmentalists have described as Long Island's Yosemite Valley, the *Mona Lisa* of /the East End/, and one of the few remaining natural jewels in an area that many say has been tainted by overdevelopment.	Mona Lisa	the East End	an island	Robins Island	Q7352942
2278	1	nyt_corpus_2006.har/06/06/1767059.xml	2006.0	1767059.0	Q41421	He had them open a container that held the Michael Jordan of jumpers, a species the biologists liked to call rocket frogs.	He had them open a container that held the *Michael Jordan* of /jumpers/, a species the biologists liked to call |rocket frogs|.	Michael Jordan	jumpers	rocket frogs	rocket frogs	Q1952360
2279	1	nyt_corpus_2004.har/02/13/1558419.xml	2004.0	1558419.0	Q7314	A screening of ''Off the Charts'' will be followed by NRBQ playing its favorite song-poems with the saxophonist Ellery Eskelin -- son of Rodd Keith, the Stravinsky of song-poem composers -- and with the song-poem tunesmith David Fox.	A screening of ''Off the Charts'' will be followed by NRBQ playing its favorite song-poems with the saxophonist Ellery Eskelin -- son of |Rodd Keith|, the *Stravinsky* of /song-poem composers/ -- and with the song-poem tunesmith David Fox.	Stravinsky	song-poem composers	Rodd Keith	Rodd Keith	Q3438133
2280	1	nyt_corpus_1987.har/01/02/0000232.xml	1987.0	232.0	Q83484	I sometimes feel like the Anthony Quinn of my set.''	|I| sometimes feel like the *Anthony Quinn* of /my set/.''	Anthony Quinn	my set	I	Roderick Cook	Q7356602
2281	1	nyt_corpus_2003.har/03/07/1470289.xml	2003.0	1470289.0	Q188955	Rodney Gilfry, the strapping, blond baritone who has been called ''the Matthew McConaughey of opera'' (for good or bad), will star in this spring's Encores!	|Rodney Gilfry|, the strapping, blond baritone who has been called ''the *Matthew McConaughey* of /opera/'' (for good or bad), will star in this spring's Encores!	Matthew McConaughey	opera	Rodney Gilfry	Rodney Gilfry	Q3438083
2282	1	nyt_corpus_2005.har/10/23/1712004.xml	2005.0	1712004.0	Q40531	But even as Clemens, the John Wayne of pitchers, gave a tough-guy answer about ignoring the aches that he had accumulated in 22 seasons, he probably never imagined he would be in the clubhouse getting his hamstring treated after collecting six outs.	But even as |Clemens|, the *John Wayne* of /pitchers/, gave a tough-guy answer about ignoring the aches that he had accumulated in 22 seasons, he probably never imagined he would be in the clubhouse getting his hamstring treated after collecting six outs.	John Wayne	pitchers	Clemens	Roger Clemens	Q473208
2283	1	nyt_corpus_2004.har/04/25/1576914.xml	2004.0	1576914.0	Q721948	Clemens is demonstrating that he is the Nolan Ryan of this pitching generation.	Clemens is demonstrating that |he| is the *Nolan Ryan* of /this pitching generation/.	Nolan Ryan	this pitching generation	he	Roger Clemens	Q473208
2284	1	nyt_corpus_2006.har/06/23/1771196.xml	2006.0	1771196.0	Q40531	Even though Clemens spoke positively about his performance and was happy that his arm and his legs felt fine, he sounded like the John Wayne of pitchers when he stressed that he needed to throw inside more.	Even though Clemens spoke positively about his performance and was happy that his arm and his legs felt fine, |he| sounded like the *John Wayne* of /pitchers/ when he stressed that he needed to throw inside more.	John Wayne	pitchers	he	Roger Clemens	Q473208
2285	1	nyt_corpus_1993.har/08/15/0628698.xml	1993.0	628698.0	Q107190	He is the Peter Pan of First-Brother Land, as he calls it, and he bubbles with ideas, one for a generic cola commercial featuring his letters on his brother's campaign stationery, one for a rhythm-and-blues duet with the President.	|He| is the *Peter Pan* of /First-Brother Land/, as he calls it, and he bubbles with ideas, one for a generic cola commercial featuring his letters on his brother's campaign stationery, one for a rhythm-and-blues duet with the President.	Peter Pan	First-Brother Land	He	Roger Clinton	Q2161657
2286	1	nyt_corpus_1993.har/04/04/0600119.xml	1993.0	600119.0	Q319682	Roger Corman, the Louis B. Mayer of B Movies, earned his degree in engineering at Stanford, and Jonathan Winters, the comedian, and Patrick Ewing, the center for the Knicks, both majored in art -- at Kenyon and Georgetown, respectively.	|Roger Corman|, the *Louis B. Mayer* of /B Movies/, earned his degree in engineering at Stanford, and Jonathan Winters, the comedian, and Patrick Ewing, the center for the Knicks, both majored in art -- at Kenyon and Georgetown, respectively.	Louis B. Mayer	B Movies	Roger Corman	Roger Corman	Q318292
2287	1	nyt_corpus_1992.har/04/05/0519231.xml	1992.0	519231.0	Q7199	For some reason he has rejected the gold (there is nothing, for example, from Roger Kahn, the Proust of the Brooklyn Dodgers) for the dross -- including selections by Steve Howe about his drug problems and by Steve Garvey about his marital problems, as well as an interminable piece by Tommy Lasorda, which reflects the manager's amiable logorrhea.	For some reason he has rejected the gold (there is nothing, for example, from |Roger Kahn|, the *Proust* of /the Brooklyn Dodgers/) for the dross -- including selections by Steve Howe about his drug problems and by Steve Garvey about his marital problems, as well as an interminable piece by Tommy Lasorda, which reflects the manager's amiable logorrhea.	Proust	the Brooklyn Dodgers	Roger Kahn	Roger Kahn	Q3439135
2288	1	nyt_corpus_2003.har/08/03/1509152.xml	2003.0	1509152.0	Q103767	An embodied opposite of cliché, he was the Charlie Parker of something, maybe several somethings.	An embodied opposite of cliché, |he| was the *Charlie Parker* of /something/, maybe several somethings.	Charlie Parker	something	he	Roger Miller	Q712359
2289	1	nyt_corpus_1987.har/09/25/0077266.xml	1987.0	77266.0	Q5928	For Roger Miller, it's as much an electronic instrument as the electric guitar - and he's set out to become the Jimi Hendrix of the electric piano.	For Roger Miller, it's as much an electronic instrument as the electric guitar - and |he|'s set out to become the *Jimi Hendrix* of /the electric piano/.	Jimi Hendrix	the electric piano	he	Roger Miller	Q7358654
2290	1	nyt_corpus_1992.har/10/07/0561249.xml	1992.0	561249.0	Q4895262	I feel like the Bert Parks of Capitol Hill, ROGER MUDD remarked Monday evening as for the fourth consecutive year, he served as the master of ceremonies for a literary evening to benefit the PENFaulkner Award for Fiction.	|I| feel like the *Bert Parks* of /Capitol Hill/, ROGER MUDD remarked Monday evening as for the fourth consecutive year, he served as the master of ceremonies for a literary evening to benefit the PENFaulkner Award for Fiction.	Bert Parks	Capitol Hill	I	ROGER MUDD	Q7358696
2291	1	nyt_corpus_1998.har/07/30/1035441.xml	1998.0	1035441.0	Q255	Sam Schwartz, who writes the Gridlock Sam column for The Daily News, calls him the Beethoven of traffic cops -- in other words, he does not direct traffic so much as conduct it, like a symphony.	Sam Schwartz, who writes the Gridlock Sam column for The Daily News, calls |him| the *Beethoven* of /traffic cops/ -- in other words, he does not direct traffic so much as conduct it, like a symphony.	Beethoven	traffic cops	him	Roland Joseph	
